# ra_deg|dec_deg|mag|bv|bayer|proper_name|constellation
204.9992|-49.9500|5.74|1.496|V0744||Cen
205.0446|-64.5766|5.79|0.401|||
205.1686|19.9557|5.73|0.017|||Boo
205.1845|54.6816|4.63|1.630|||UMa
205.2312|-85.7860|5.56|0.183|κ||Oct
205.2598|22.4958|5.63|1.009|||Boo
205.3746|64.8224|5.85|0.073|||
205.4032|-8.7030|5.03|1.623|m||Vir
205.4365|-54.5594|4.99|-0.055|Q||Cen
205.5045|-58.7871|5.38|-0.029|||
205.5962|82.7524|5.92|0.993|||
205.6633|78.0644|5.91|1.000|||
205.6810|34.9890|5.98|0.857|||
205.7293|-41.4010|5.96|1.019|||
205.7338|-56.7680|6.00|-0.096|||
205.7655|3.5379|5.35|1.091|||Vir
205.9170|-42.0675|5.96|-0.075|||
206.1243|-16.1791|5.55|0.805|||Vir
206.4037|-26.1160|5.81|0.023|||
206.4219|-33.0437|4.23|0.390|i||Cen
206.4847|-12.4265|5.50|0.898|||Vir
206.5564|41.0887|5.88|0.211|||
206.5794|38.5036|5.92|0.948|||
206.6486|54.4327|5.68|-0.039|||UMa
206.6641|-51.4328|4.64|0.955|M||Cen
206.6805|25.7022|5.97|0.523|||Boo
206.7348|-36.2519|5.15|-0.007|z||Cen
206.7491|38.5427|5.51|1.036|||
206.8156|17.4569|4.50|0.508|τ||Boo
206.8558|-17.8598|5.41|1.623|||Vir
206.8652|-50.2493|5.92|0.279|||
206.8852|49.3133|1.85|-0.099|η|Alkaid|UMa
206.9106|-50.3207|5.46|1.351|||
207.1614|31.1902|5.61|1.032|||
207.3613|-34.4508|4.19|1.520|g||Cen
207.3693|15.7979|4.05|1.520|υ||Boo
207.3762|-41.6877|3.41|-0.225|ν||Cen
207.4041|-42.4737|3.47|-0.170|μ||Cen
207.4285|21.2641|4.92|1.432|e||Boo
207.4396|61.4893|5.97|0.974|||
207.4678|-18.1342|4.96|1.059|||Vir
207.6028|5.4972|6.00|0.899|||
207.7884|34.6644|5.89|1.635|||
207.8581|64.7233|4.58|1.572|i||Dra
207.9467|-46.8987|5.77|-0.153|||
207.9476|-69.4013|5.73|1.704|||
207.9478|34.4442|4.76|1.611|AW||CVn
207.9567|-32.9941|4.32|-0.146|k||Cen
208.0203|-52.8115|5.26|-0.084|N||Cen
208.2928|28.6481|5.91|0.202|||
208.3022|-31.9276|4.75|-0.111|h||Cen
208.3039|17.9329|5.71|0.845|||Boo
208.3865|-35.6642|5.53|0.444|y||Cen
208.4296|-53.3733|5.87|0.009|||
208.4626|53.7287|5.70|-0.032|||UMa
208.4885|-47.1282|5.83|-0.053|V0767||Cen
208.6712|18.3977|2.68|0.580|η|Muphrid|Boo
208.6756|-1.5031|5.16|1.093|p||Vir
208.7046|-67.6521|5.74|1.490|||
208.8006|-52.1608|5.66|-0.072|||
208.8849|-47.2884|2.55|-0.176|ζ|Alnair|Cen
208.9120|-82.6662|5.95|1.411|||
209.0824|-46.5929|5.82|1.140|||
209.1162|1.0506|5.90|0.217|||Vir
209.1373|-54.7047|6.00|0.780|GJ534.1A||
209.1424|27.4921|5.02|1.441|||Boo
209.4120|-63.6867|4.71|1.075|||
209.5678|-42.1008|3.83|-0.224|φ||Cen
209.6298|-24.9722|5.20|-0.086|||Hya
209.6622|21.6962|5.76|-0.002|||Boo
209.6698|-44.8036|3.87|-0.208|υ1||Cen
209.8228|-50.3696|5.92|0.957|||
210.0005|-25.0104|5.77|0.480|||Hya
210.2185|-66.2689|5.96|0.352|||
210.3351|8.8949|5.98|0.089|||
210.4116|1.5445|4.23|0.121|τ||Vir
210.4312|-45.6034|4.34|0.598|υ2||Cen
210.5949|-27.4298|5.47|1.331|||
210.8604|-56.2134|5.93|1.207|||
210.9559|-60.3730|0.61|-0.231|β|Hadar|Cen
211.0973|64.3759|3.67|-0.049|α|Thuban|Dra
211.3328|-76.7968|5.69|1.239|θ||Aps
211.5115|-41.1796|4.36|-0.198|χ||Cen
211.5929|-26.6824|3.25|1.091|π||Hya
211.6706|-36.3700|2.06|1.011|θ|Menkent|Cen
211.6784|-9.3135|5.46|0.347|||Vir
211.9823|43.8545|5.13|1.493|BY||Boo
212.0721|49.4582|5.26|1.637|||Boo
212.2122|77.5475|4.80|1.368|||UMi
212.3960|-51.5047|5.96|-0.053|V0869||Cen
212.4784|-53.4389|4.74|0.938|||
212.5997|25.0917|4.82|0.541|d||Boo
212.7104|-16.3020|4.93|1.684|ET||Vir
213.0167|69.4325|5.18|1.595|||
213.0659|2.4094|4.99|-0.118|CU||Vir
213.1918|-27.2612|5.07|1.130|||Hya
213.2239|-10.2737|4.18|1.323|κ|Kang|Vir
213.3184|-53.6657|5.53|1.438|||
213.3709|51.7900|4.53|0.233|κ2|Asellus Tertius|Boo
213.4200|-0.8455|5.89|0.489|||
213.5216|12.9594|5.53|0.537|||Boo
213.6778|-41.8375|5.61|0.929|||
213.7119|10.1006|5.29|1.007|||Boo
213.7381|-57.0861|5.03|-0.074|V0795||Cen
213.8504|-18.2007|5.53|0.001|||
213.9153|19.1824|-0.05|1.239|α|Arcturus|Boo
214.0036|-6.0005|4.07|0.511|ι|Syrma|Vir
214.0414|51.3672|4.75|0.236|ι|Asellus Secundus|Boo
214.0959|46.0883|4.18|0.087|λ|Xuange|Boo
214.1613|-66.5879|5.72|-0.095|||
214.3685|15.2634|5.84|1.678|||Boo
214.4992|35.5095|4.80|1.057|A||Boo
214.5579|-81.0078|4.89|0.243|η||Aps
214.6594|-18.7160|5.86|0.013|CS||Vir
214.7537|-25.8154|5.87|0.518|GJ542.1A||
214.7775|-13.3711|4.52|0.128|λ|Khambaliya|Vir
214.8178|13.0043|5.41|0.385|||Boo
214.8495|-37.0029|5.93|0.082|||
214.8509|-46.0581|3.55|-0.184|ι||Lup
214.8853|-2.2655|5.14|1.023|υ||Vir
214.9385|16.3069|4.84|1.228|||Boo
214.9646|-61.2730|5.22|0.281|||
215.0404|-43.0588|5.55|0.907|||
215.0814|-56.3865|4.30|0.082|v||Cen
215.1393|-37.8853|4.05|-0.030|ψ||Cen
215.1774|-45.1871|4.78|0.310|||
215.5822|-34.7868|5.57|-0.088|||
215.5965|-80.1089|5.06|-0.108|ε||Aps
215.6545|-58.4591|4.76|0.795|||
215.7593|-39.5118|4.41|-0.185|a|Bidelman's Helium Variable Star|Cen
215.7741|-27.7540|4.78|1.300|k||Hya
215.8446|8.4466|4.86|0.010|||
215.9524|-53.1762|5.99|1.099|||
216.0037|8.2440|5.94|0.066|||
216.0473|5.8201|5.10|0.124|||
216.2026|-24.8063|5.34|0.962|||
216.2764|-68.1953|5.56|0.435|||
216.2992|51.8507|4.04|0.497|θ|Asellus Primus|Boo
216.5343|-45.2214|4.56|-0.147|τ1||Lup
216.5451|-45.3793|4.33|0.434|τ2||Lup
216.6140|19.2269|5.40|0.231|f||Boo
216.7301|-83.6679|4.31|1.300|δ||Oct
216.7795|-65.8216|5.87|1.502|||
216.8007|-46.1343|5.83|0.311|||
216.8814|75.6960|4.25|1.431|||UMi
217.0434|-29.4916|4.97|-0.074|l||Hya
217.0506|-2.2280|4.81|0.693|φ|Elgafar|Vir
217.1576|49.8449|5.58|0.864|g||Boo
217.1738|-6.9005|5.42|1.490|||Vir
217.4605|0.8289|5.96|0.159|||
217.5360|-45.3214|5.51|-0.087|||
217.5873|-49.5190|5.38|0.056|||
217.7952|-38.8697|5.99|1.060|||
217.8185|-67.7172|5.84|1.006|||
217.9575|30.3714|3.57|1.298|ρ||Boo
218.0195|38.3083|3.04|0.191|γ|Seginus|Boo
218.0843|26.6773|6.00|0.230|||
218.1289|55.3980|5.74|1.529|||
218.1356|22.2601|5.91|0.391|||Boo
218.1544|-50.4572|4.44|-0.177|σ||Lup
218.3749|-52.6795|5.86|1.085|||
218.3849|-54.9986|5.86|0.482|||
218.6651|49.3684|5.74|1.560|CH||Boo
218.6701|29.7451|4.47|0.364|σ||Boo
218.8768|-42.1578|2.33|-0.157|η||Cen
218.8812|-41.5174|5.88|-0.085|||
219.0793|-46.2455|5.55|1.489|||
219.1839|-40.2116|5.74|-0.112|||
219.3340|-46.1334|5.39|0.927|a||Lup
219.4718|-49.4258|4.05|-0.152|ρ||Lup
219.5525|43.6421|5.74|1.481|||
219.5583|18.2984|5.90|1.099|HD 128750||
219.5634|54.0233|5.83|0.007|||
219.7093|44.4045|5.39|0.030|||Boo
219.8962|-60.8372|1.35|0.900|α2|Toliman|Cen
219.9021|-60.8340|-0.01|0.710|α1|Rigil Kentaurus|Cen
220.1766|13.5343|5.93|0.238|||
220.1815|16.4183|4.49|-0.002|π1||Boo
220.2558|-36.1349|5.67|-0.081|||
220.2873|13.7283|3.78|0.044|ζ||Boo
220.4115|8.1618|4.86|0.992|||Boo
220.4313|11.6607|5.55|0.941|||Boo
220.4823|-47.3882|2.30|-0.154|α|Men|Lup
220.4900|-37.7935|4.01|-0.157|b||Cen
220.6267|-64.9751|3.18|0.256|α||Cir
220.7651|-5.6582|3.87|0.385|μ|Rijl al Awwa|Vir
220.8065|-24.9978|5.70|0.006|||Lib
220.8557|26.5279|4.80|1.672|||Boo
220.9143|-35.1737|4.06|1.356|c1||Cen
220.9351|40.4593|5.72|1.398|||
221.2467|-35.1918|4.92|0.013|c2||Cen
221.2467|27.0742|2.35|0.966|ε|Izar|Boo
221.3103|16.9643|4.60|0.972|ο||Boo
221.3222|-62.8756|5.36|0.308|||
221.3759|0.7173|5.68|-0.021|||Vir
221.5003|-25.4432|5.15|0.315|m||Hya
221.5248|15.1318|5.78|1.335|EK||Boo
221.5282|-23.1530|5.80|0.980|||
221.5622|1.8929|3.73|-0.005|||Vir
221.6208|-47.4411|5.74|0.066|||
221.7554|-52.3835|5.22|0.984|b||Lup
221.7712|-38.2906|5.90|1.336|||
221.8440|-25.6243|5.61|-0.043|||Hya
221.9367|-26.0875|5.23|0.938|||Hya
221.9655|-79.0448|3.83|1.433|α||Aps
221.9898|-26.6462|5.76|-0.007|||Hya
222.1585|-36.6347|5.89|1.369|V0768||Cen
222.1856|-66.5936|5.91|-0.106|CO||Cir
222.3278|46.1162|5.76|0.482|h|Merga|Boo
222.3281|-24.2515|5.68|1.275|||
222.3294|-14.1490|5.32|0.066|μ||Lib
222.4221|48.7208|5.68|0.501|||Boo
222.4933|28.6158|5.80|0.046|||
222.5659|23.9118|5.86|0.576|HP||Boo
222.5721|-27.9604|4.42|1.366|E||Hya
222.5851|82.5119|5.63|0.671|HD 133002||
222.6235|37.2720|5.47|1.030|||
222.6716|-15.9972|5.15|0.401|α1|Zubenelgenubi|Lib
222.6764|74.1555|2.07|1.465|β|Kochab|UMi
222.7196|-16.0418|2.75|0.147|α2|Zubenelgenubi|Lib
222.7545|-2.2992|4.93|0.988|||Lib
222.8474|19.1005|4.54|0.720|ξ||Boo
222.8602|59.2940|5.48|1.369|||
222.9096|-43.5754|4.32|-0.154|ο||Lup
223.1469|-63.8098|5.91|0.660|AX||Cir
223.2128|-37.8032|5.02|-0.155|V1019||Cen
223.3066|-73.1901|5.59|0.820|||
223.3490|19.1528|6.00|0.841|DE||Boo
223.5839|-24.6422|5.27|1.336|||Lib
223.5953|-11.8983|5.78|0.982|ξ1||Lib
223.6580|-33.3006|5.85|1.429|||
223.8940|-60.1142|5.18|1.161|||
223.9363|-33.8558|5.32|0.046|||
224.0551|14.4463|5.90|-0.031|||
224.0719|-52.8095|5.38|0.142|c||Lup
224.0960|49.6284|5.63|0.533|HD 132254||
224.1336|-47.8792|5.62|-0.035|||
224.1833|-62.7810|5.08|-0.023|θ||Cir
224.1921|-11.4097|5.48|1.491|ξ2||Lib
224.2958|-4.3465|4.47|0.318|||Lib
224.2987|16.3881|5.72|0.951|||
224.3667|-21.4155|5.72|1.024|KX||Lib
224.3885|-0.1676|5.51|1.131|M||Ser
224.3959|65.9325|4.63|1.590|RR||UMi
224.4708|-76.6627|5.37|1.442|R||Aps
224.6330|-43.1340|2.68|-0.184|β|KeKouan|Lup
224.6636|-27.6573|5.65|0.262|||Hya
224.7233|-11.1440|5.88|1.274|||Lib
224.7904|-42.1042|3.13|-0.208|κ|Ke Kwan|Cen
224.8463|4.5678|5.91|1.615|||
224.9039|39.2653|5.64|0.336|||Boo
225.0471|-77.1606|5.92|1.052|||
225.2431|-8.5189|4.91|0.000|δ|Zuben Elakribi|Lib
225.3046|-38.0584|5.88|1.246|||
225.3326|-2.7549|5.52|1.692|||
225.3629|60.2045|5.91|0.107|||
225.4538|-0.1403|5.71|1.509|||Ser
225.4617|-83.2276|5.65|0.962|π1||Oct
225.4865|40.3906|3.49|0.956|β|Nekkar|Boo
225.5268|-28.0606|5.83|0.164|||Hya
225.5271|25.0081|4.80|1.506|ω||Boo
225.7252|2.0913|4.39|1.026|||Vir
225.7470|-32.6433|5.45|-0.127|||
225.7752|35.2058|5.52|1.023|||
225.9471|47.6541|4.83|0.647|i||Boo
226.0176|-25.2820|3.25|1.674|σ|Brachium|Lib
226.1114|26.9476|4.52|1.240|ψ|Aulad Alnathlat|Boo
226.1955|-83.0383|5.65|1.273|π2||Oct
226.2008|-64.0314|5.16|0.935|η||Cir
226.2795|-47.0512|3.91|-0.144|π||Lup
226.3299|-41.0672|5.13|1.011|||
226.3576|48.1510|5.59|-0.005|k||Boo
226.5697|54.5563|5.24|0.958|||
226.6383|-30.9185|5.97|-0.076|HZ||Lup
226.6567|-16.2568|5.19|1.589|ν|Zuben Hakrabi|Lib
226.8253|24.8692|4.93|0.429|c||Boo
226.8581|-49.0886|5.77|0.920|||
227.0505|-40.5839|5.75|-0.113|HR||Lup
227.0991|26.3012|5.67|1.240|b||Boo
227.1482|25.1086|5.82|1.233|||
227.1633|-42.8679|5.85|-0.123|||
227.2109|-45.2799|4.07|-0.162|λ||Lup
227.3746|-67.0841|5.76|0.675|||
227.5305|-38.7925|5.98|0.867|||
227.5776|-26.3326|5.75|1.045|||
227.7867|-84.7878|5.88|-0.031|ω||Oct
227.8166|-55.3460|5.45|1.118|||
227.9836|-48.7378|3.88|-0.029|κ1||Lup
227.9903|-48.7437|5.70|0.144|κ2||Lup
228.0178|18.9760|5.90|1.414|FL||Ser
228.0554|-19.7917|4.54|-0.071|ι||Lib
228.0712|-52.0992|3.41|0.918|ζ||Lup
228.2066|-44.5004|4.83|-0.177|e||Lup
228.4721|-26.1936|5.84|1.139|||
228.5252|31.7878|5.98|1.552|||
228.5799|-70.0795|5.75|2.500|X||TrA
228.6215|29.1643|5.28|0.062|χ||Boo
228.6555|-31.5191|4.91|0.374|i||Lup
228.6597|67.3467|5.15|0.550|GJ580.2||
228.7973|4.9394|5.32|1.092|||Ser
228.8757|33.3148|3.46|0.961|δ|Thiba|Boo
228.9545|0.3721|5.62|0.181|||Ser
228.9736|-48.0737|5.96|0.210|||
229.0168|-41.4912|5.15|0.564|||
229.0959|-22.3994|5.52|1.357|||
229.1529|-60.9040|5.74|-0.057|||
229.2371|-60.9573|5.04|-0.077|δ||Cir
229.2517|-9.3829|2.61|-0.071|β|Zubeneschamali|Lib
229.2745|71.8239|5.02|1.369||Pherkad Minor|UMi
229.3785|-58.8012|4.07|0.088|β||Cir
229.4120|-63.6105|4.85|1.260|ε||Cir
229.4577|-30.1487|4.35|1.100|f||Lup
229.6021|20.5728|5.68|0.972|||
229.6089|-0.4612|5.88|1.507|||
229.6334|-47.8753|4.27|-0.086|μ||Lup
229.7048|-60.4963|5.43|-0.089|||
229.7274|-68.6795|2.87|0.014|γ||TrA
229.7349|-40.7882|5.59|-0.099|GG||Lup
229.8283|1.7654|5.04|0.540|||Ser
230.0215|51.9585|5.65|0.122|||
230.0357|29.6162|5.51|1.015|ο||CrB
230.1821|71.8340|3.00|0.058|γ|Pherkad|UMi
230.2583|0.7153|5.35|1.191|||Ser
230.2817|-5.8249|5.54|1.047|||
230.3430|-40.6475|3.22|-0.227|δ||Lup
230.4515|-36.2614|3.57|1.534|φ1||Lup
230.4524|32.9337|5.38|-0.051|||Boo
230.4506|-48.3176|5.65|0.639|ν2||Lup
230.5345|-47.9278|4.99|0.515|ν1||Lup
230.6552|62.0471|5.99|-0.033|||
230.6557|39.5815|5.56|1.626|||
230.6601|63.3414|5.72|1.315|||
230.6703|-44.6896|3.37|-0.191|ε||Lup
230.7890|-36.8585|4.54|-0.155|φ2||Lup
230.7938|-60.6572|5.65|0.489|||
230.8013|30.2878|4.99|0.577|η||CrB
230.8444|-59.3208|4.48|0.169|γ||Cir
230.9677|-12.3695|5.72|1.039|||
231.0495|-10.3223|4.92|0.453|ε||Lib
231.1226|37.3772|4.31|0.309|μ1|Alkalurops|Boo
231.1875|-39.7103|5.36|-0.093|υ||Lup
231.2324|58.9661|3.29|1.166|ι|Edasich|Dra
231.3342|-38.7336|4.60|0.000|k||Lup
231.4475|15.4280|5.16|1.650|τ1||Ser
231.5613|-68.3092|5.89|1.000|||
231.5724|34.3360|5.46|1.410|||
231.8255|-36.7676|5.46|-0.150|||
231.8878|-64.5315|5.71|1.646|LX||TrA
231.9572|29.1057|3.66|0.319|β|Nusakan|CrB
231.9643|60.6702|5.90|1.441|||
232.0642|-16.7165|5.64|1.545|||Lib
232.1593|1.8421|5.15|0.245|||Ser
232.3511|-46.7327|5.26|1.731|||
232.6683|-16.6095|5.82|1.056|||Lib
232.7323|40.8330|5.04|1.589|ν1||Boo
232.7324|64.2087|5.74|0.976|||
232.8539|77.3494|5.00|1.545|θ||UMi
232.8784|-73.3896|5.40|-0.146|κ1||Aps
232.9458|40.8993|4.98|0.086|ν2||Boo
233.1529|-19.6705|5.50|0.197|||
233.2301|-16.8528|5.53|-0.148|ζ||Lib
233.2324|31.3591|4.14|-0.127|θ||CrB
233.2414|-1.1864|5.50|1.092|A1||Ser
233.5071|-40.0664|5.82|1.695|||
233.5446|-10.0645|4.61|1.000|||Lib
233.6105|-9.1834|5.16|-0.090|||
233.6555|-28.0470|5.13|1.306|||Lib
233.6720|26.7147|2.22|0.032|α|Alphecca|CrB
233.7006|10.5389|3.80|0.268|δ|Nasak Yamani|Ser
233.7852|-41.1668|2.80|-0.216|γ||Lup
233.8122|39.0101|5.14|1.650|μ||CrB
233.8175|53.9221|5.97|1.184|||
233.8816|-14.7895|3.91|1.007|γ|Zubenelhakrabi|Lib
233.9719|-44.9584|4.55|-0.175|d||Lup
233.9877|54.6306|5.77|0.051|||
234.0504|-44.3968|5.44|1.497|||
234.1218|16.1191|5.93|0.354|τ5||Ser
234.1232|10.0102|5.26|0.925|||Ser
234.1801|-66.3170|4.11|1.161|ε||TrA
234.2560|-28.1351|3.60|1.361|υ||Lib
234.3834|54.5087|5.85|1.098|||
234.4130|69.2833|5.65|1.371|||
234.4502|-23.1417|5.79|1.074|||
234.4567|40.3534|5.25|0.886|φ|Ceginus|Boo
234.5134|-42.5673|4.34|1.412|ω||Lup
234.5676|46.7978|5.76|0.353|||
234.5678|-21.0163|5.82|1.077|||
234.6425|50.4233|5.84|0.847|||
234.6640|-29.7778|3.66|-0.177|τ||Lib
234.7061|-52.3727|5.43|0.005|||
234.7273|-19.3019|5.36|0.883|||Lib
234.8445|36.6358|4.64|-0.103|ζ1||CrB
234.9416|-34.4119|4.66|0.964|ψ1||Lup
234.9856|-59.9083|5.95|0.505|||
235.0704|-23.8181|4.97|1.302|||Lib
235.0889|-73.4467|5.64|-0.040|κ2||Aps
235.2463|16.0246|6.00|0.908|τ6||Ser
235.2974|-44.6612|4.64|0.413|g||Lup
235.3877|19.6704|4.51|0.062|ι||Ser
235.4476|12.8475|5.34|0.033|χ||Ser
235.4778|-76.0820|5.95|-0.034|||
235.4780|18.4640|5.80|0.207|τ7||Ser
235.4867|-19.6788|4.75|1.574|κ||Lib
235.6596|-37.4249|5.23|0.987|h||Lup
235.6709|-34.7104|4.75|-0.151|ψ2||Lup
235.6857|26.2956|3.81|0.020|γ||CrB
235.7115|52.3609|5.48|-0.042|BP||Boo
235.8205|-84.4653|5.57|0.118|ρ||Oct
235.9971|32.5158|5.57|1.076|π||CrB
236.0076|2.5152|5.86|0.684|ψ||Ser
236.0147|77.7945|4.29|0.038|ζ|Akfa Farkadain|UMi
236.0183|-15.6728|5.41|0.238|η||Lib
236.0670|6.4256|2.63|1.167|α|Unukalhai|Ser
236.0945|-41.8191|5.93|-0.007|||
236.3478|5.4473|5.57|0.035|||
236.5235|-1.8042|5.39|-0.035|A2||Ser
236.5469|15.4218|3.65|0.073|β|Nasak Shamiya|Ser
236.6109|7.3531|4.42|0.604|λ||Ser
236.6448|55.4748|5.94|1.404|||
236.6667|62.5996|5.19|0.062|||
236.6842|-34.6825|5.61|-0.117|||
236.8222|14.1153|5.71|0.094|υ||Ser
236.9080|55.3766|5.85|0.249|||
236.9711|-65.4423|5.54|0.231|||
237.0554|13.7891|5.98|1.272|||
237.1434|28.1567|5.89|0.608|R|Variabilis Coronae|CrB
237.1849|18.1416|4.09|1.616|κ|Gudja|Ser
237.2367|-3.8185|5.53|0.120|||Ser
237.3985|26.0684|4.59|0.794|δ||CrB
237.4050|-3.4302|3.54|-0.036|μ||Ser
237.4896|-48.9124|5.86|0.068|||
237.5295|-53.2098|5.78|-0.076|||
237.5731|2.1965|5.21|1.019|ω||Ser
237.7040|4.4777|3.71|0.147|ε||Ser
237.7397|-33.6272|3.97|-0.045|χ||Lup
237.7448|-25.7513|4.63|-0.072|b||Sco
237.7784|-55.0555|5.74|0.017|V0360||Nor
237.8080|35.6574|4.79|0.996|κ||CrB
237.8150|-3.0905|5.09|0.135|b||Ser
237.8163|20.9779|4.74|1.534|ρ||Ser
237.8809|-47.0608|6.00|1.152|||
238.0690|55.8267|5.81|0.972|||
238.1689|42.4515|4.60|0.563|χ||Her
238.3336|-20.1670|5.04|-0.014|λ||Lib
238.4030|-25.3271|4.59|-0.073|A||Sco
238.4564|-16.7293|4.13|1.003|θ||Lib
238.4746|-24.5332|5.38|-0.011|||
238.4828|-23.9781|5.41|-0.033|V1040||Sco
238.6442|20.3110|5.45|1.588|QY||Ser
238.6577|43.1386|5.35|1.645|||Her
238.6647|-25.2437|5.87|-0.065|||Sco
238.7515|-19.3829|5.95|-0.013|||Lib
238.7857|-63.4307|2.83|0.315|β||TrA
238.8733|-68.6030|5.11|1.108|κ||TrA
238.8753|-26.2660|5.63|0.141|||Sco
238.8775|42.5662|5.73|-0.102|||Her
238.8849|-60.1776|5.78|0.355|||
238.9483|37.9470|5.43|0.352|λ||CrB
239.0246|-60.4825|5.76|0.087|||
239.1133|15.6616|3.85|0.478|γ||Ser
239.2212|-29.2141|3.87|-0.199|ρ|Iklil|Sco
239.2229|-33.9661|5.14|0.129|ξ1||Lup
239.2255|-33.9643|5.59|0.072|ξ2||Lup
239.3107|14.4145|5.54|1.141|φ||Ser
239.3389|-36.1853|5.78|1.095|||
239.3969|26.8779|4.14|1.231|ε||CrB
239.4186|-20.9831|5.84|0.012|||
239.4477|54.7498|4.96|0.269|CL||Dra
239.5474|-14.2794|4.95|-0.080|||Lib
239.6453|-24.8315|5.43|-0.092|V0913||Sco
239.7130|-26.1141|2.89|-0.180|π|Fang|Sco
239.7405|36.6438|5.61|1.529|||
239.7423|-65.0376|5.74|-0.066|||
239.8761|-41.7444|4.99|0.988|||
240.0305|-38.3967|3.42|-0.206|η||Lup
240.0816|-16.5334|5.47|0.517|||Lib
240.0834|-22.6217|2.29|-0.117|δ|Dschubba|Sco
240.1985|-8.4114|5.53|0.043|||Lib
240.2131|4.4274|5.82|1.003|||
240.2611|33.3035|5.39|0.612|ρ||CrB
240.3097|17.8184|5.10|0.992|r||Her
240.3607|29.8511|4.98|-0.050|ι||CrB
240.4723|58.5653|4.01|0.528|θ||Dra
240.5232|52.9159|5.93|1.498|||
240.5737|22.8045|4.82|0.066|π||Ser
240.6996|46.0367|4.72|-0.094|υ||Her
240.8037|-49.2297|4.65|0.902|η||Nor
240.8307|36.6318|5.79|0.586|||
240.8359|-25.8652|4.96|1.234|||
240.8508|-38.6025|4.90|-0.146|||
240.8806|76.7939|5.73|0.051|||UMi
240.8837|-57.7751|4.63|0.252|ι1||Nor
240.8932|-32.0005|6.00|0.470|||
241.0901|-11.3736|4.16|0.460|Wo9540B|Grafias|
241.1534|-37.8630|5.91|0.409|||
241.3593|-19.8055|2.56|-0.065|β1|Acrab|Sco
241.3606|-19.8019|4.90|-0.024|β2||Sco
241.4826|-72.4009|5.70|1.169|||
241.5266|-23.6063|5.90|-0.071|V0929||Sco
241.5820|67.8101|5.44|-0.019|||
241.6227|-45.1732|4.73|0.230|δ||Nor
241.6481|-36.8023|4.22|-0.184|θ||Lup
241.7018|-20.6692|3.93|-0.046|ω1|Jabhat Acrabi|Sco
241.8176|-36.7557|5.72|0.298|||
241.8514|-20.8688|4.31|0.831|ω2||Sco
241.9017|-12.7454|5.75|0.018|||Sco
241.9064|9.8917|5.63|0.200|||Ser
242.0189|17.0470|5.00|0.931|κ|Marsic|Her
242.0316|-26.3267|5.35|1.643|||
242.1170|8.5343|5.69|1.575|||Ser
242.1822|-23.6854|5.86|0.020|||
242.1924|44.9349|4.23|-0.045|φ||Her
242.2429|36.4909|4.73|1.015|τ||CrB
242.2453|3.4545|5.93|1.471|||
242.2967|6.3787|5.93|0.988|||
242.3273|-57.9343|5.57|-0.024|ι2||Nor
242.4605|-3.4667|5.39|1.446|||
242.4691|-33.5458|5.50|-0.075|||
242.7064|75.8776|5.48|-0.093|||UMi
242.7586|-29.4162|5.09|1.131|||
242.8238|-41.1198|5.86|0.273|||
242.9085|23.4948|5.74|1.519|||Her
242.9483|42.3746|5.89|1.464|||
242.9502|36.4251|5.62|1.352|||
242.9989|-19.4607|4.00|0.076|ν|Jabbah|Sco
243.0000|-10.0643|4.93|0.087|ψ||Sco
243.0305|-8.5476|5.43|0.118|||Sco
243.0668|-28.4173|5.67|0.012|c1||Sco
243.0759|-27.9264|4.58|-0.172|c2||Sco
243.3143|5.0211|5.46|1.472|||Her
243.3446|-55.5409|5.78|0.365|ζ||Nor
243.3697|-54.6305|4.95|1.017|κ||Nor
243.4621|-11.8377|5.24|1.394|χ||Sco
243.5864|-3.6943|2.73|1.584|δ|Yed Prior|Oph
243.5932|-33.0111|5.91|1.021|||
243.6702|33.8586|5.23|0.599|σ||CrB
243.8138|-47.3720|5.13|-0.114|θ||Nor
243.8595|-63.6857|3.86|1.105|δ||TrA
243.8693|18.8081|5.72|1.126|||Her
243.9053|-8.3694|5.49|0.652|||Sco
243.9575|-57.9123|5.61|0.137|||
244.1803|-53.8111|5.45|1.696|V0368||Nor
244.1866|29.1503|5.80|0.063|υ||CrB
244.2539|-50.0681|4.97|0.788|γ1||Nor
244.2726|-67.9413|5.95|0.159|||
244.3139|59.7550|5.37|1.551|AT||Dra
244.3762|75.7553|4.95|0.393|η|Anwa Farkadain|UMi
244.5746|-28.6140|4.80|0.008|d||Sco
244.5804|-4.6925|3.23|0.966|ε|Yed Posterior|Oph
244.7518|-14.8728|5.97|1.475|||
244.7967|49.0382|5.93|1.369|||
244.8235|-42.6740|5.44|0.099|λ||Nor
244.8864|-30.9067|5.53|0.466|||
244.9352|46.3134|3.91|-0.151|τ||Her
244.9601|-50.1555|4.01|1.080|γ2||Nor
244.9798|39.7086|5.48|0.410|Wo9557A||
245.0867|-78.6957|4.68|1.680|δ1||Aps
245.1052|-55.1397|5.76|0.970|||
245.1119|-78.6675|5.27|1.413|δ2||Aps
245.1591|-24.1693|4.55|0.758|ο||Sco
245.2972|-25.5928|2.90|0.299|σ|Alniyat|Sco
245.4530|69.1094|5.26|1.115|||
245.4801|19.1531|3.74|0.299|γ||Her
245.5181|1.0290|4.82|0.338|σ||Ser
245.5243|30.8920|4.86|0.970|ξ||CrB
245.5893|33.7991|5.20|1.631|ν1||CrB
245.6166|-49.5724|5.32|-0.047|||
